idResultado,matriculaAlumno,matriculaProfesor,idMateria,idNivel,idTiempo,empleoAlumno,empleoProfesor,calificacionMateriaAlumno,categoriaEvaluacionProfesor
152,2019010101,1987096571,6003,206,23,0,0,8,3
153,2019010101,1987096571,6003,206,24,0,0,8,3
154,2019010101,1984096568,6004,206,22,0,1,6,2
155,2019010101,1984096568,6004,206,23,0,1,6,1
156,2019010101,1984096568,6004,206,24,0,1,10,1
157,2019010101,1990096567,6005,206,22,0,0,6,4
158,2019010101,1990096567,6005,206,23,0,0,6,1
159,2019010101,1990096567,6005,206,24,0,0,8,2
160,2019010101,1996096569,6006,206,22,0,0,7,4
161,2019010101,1996096569,6006,206,23,0,0,10,4
162,2019010101,1996096569,6006,206,24,0,0,10,2
163,2019010101,1990096567,6007,206,22,0,0,8,2
164,2019010101,1990096567,6007,206,23,0,0,10,2
165,2019010101,1990096567,6007,206,24,0,0,9,2
166,2019010101,1999096570,6008,206,22,0,1,9,2
167,2019010101,1999096570,6008,206,23,0,1,6,1
168,2019010101,1999096570,6008,206,24,0,1,6,2
169,2019010101,1987096571,6009,206,22,0,0,9,1
170,2019010101,1987096571,6009,206,23,0,0,9,1
171,2019010101,1987096571,6009,206,24,0,0,7,1
172,2019010101,1990096567,6010,206,22,0,0,7,3
173,2019010101,1990096567,6010,206,23,0,0,6,3
174,2019010101,1990096567,6010,206,24,0,0,8,2
175,2019010102,1997096584,1001,101,7,0,0,7,2
176,2019010102,1997096584,1001,101,8,0,0,8,1
177,2019010102,1997096584,1001,101,9,0,0,10,1
178,2019010102,1997096584,1002,101,7,0,0,7,1
179,2019010102,1997096584,1002,101,8,0,0,9,4
180,2019010102,1997096584,1002,101,9,0,0,8,3
181,2019010102,2000096585,1003,101,7,0,1,7,2
182,2019010102,2000096585,1003,101,8,0,1,6,1
183,2019010102,2000096585,1003,101,9,0,1,7,1
184,2019010102,2003096586,1004,101,7,0,1,6,1
185,2019010102,2003096586,1004,101,8,0,1,7,2
186,2019010102,2003096586,1004,101,9,0,1,8,2
187,2019010102,1997096584,1005,101,7,0,0,9,1
188,2019010102,1997096584,1005,101,8,0,0,6,4
189,2019010102,1997096584,1005,101,9,0,0,8,4
190,2019010102,2000096585,1006,101,7,0,1,9,1
191,2019010102,2000096585,1006,101,8,0,1,9,1
192,2019010102,2000096585,1006,101,9,0,1,7,1
193,2019010102,2003096586,1007,101,7,0,1,6,1
194,2019010102,2003096586,1007,101,8,0,1,7,1
195,2019010102,2003096586,1007,101,9,0,1,10,2
196,2019010102,2000096585,1008,101,7,0,1,6,2
197,2019010102,2000096585,1008,101,8,0,1,8,2
198,2019010102,2000096585,1008,101,9,0,1,9,2
199,2019010102,1997096584,1009,101,7,0,0,7,1
200,2019010102,1997096584,1009,101,8,0,0,8,4
201,2019010102,1997096584,1009,101,9,0,0,9,3
202,2019010102,2003096583,2001,102,10,0,1,7,1
203,2019010102,2003096583,2001,102,11,0,1,10,1
204,2019010102,2003096583,2001,102,12,0,1,8,1
205,2019010102,2000096581,2002,102,10,0,0,7,3
206,2019010102,2000096581,2002,102,11,0,0,9,1
207,2019010102,2000096581,2002,102,12,0,0,9,4
208,2019010102,2003096582,2003,102,10,0,0,6,2
209,2019010102,2003096582,2003,102,11,0,0,8,3
210,2019010102,2003096582,2003,102,12,0,0,9,4
211,2019010102,2003096583,2004,102,10,0,1,9,1
212,2019010102,2003096583,2004,102,11,0,1,9,2
213,2019010102,2003096583,2004,102,12,0,1,7,1
214,2019010102,2003096582,2005,102,10,0,0,9,1
215,2019010102,2003096582,2005,102,11,0,0,6,3
216,2019010102,2003096582,2005,102,12,0,0,8,3
217,2019010102,2003096583,2006,102,10,0,1,8,1
218,2019010102,2003096583,2006,102,11,0,1,9,2
219,2019010102,2003096583,2006,102,12,0,1,6,1
220,2019010102,2003096582,2007,102,10,0,0,8,3
221,2019010102,2003096582,2007,102,11,0,0,10,4
222,2019010102,2003096582,2007,102,12,0,0,6,1
223,2019010102,2003096582,2008,102,10,0,0,7,4
224,2019010102,2003096582,2008,102,11,0,0,7,3
225,2019010102,2003096582,2008,102,12,0,0,7,4
226,2019010102,2000096581,2009,102,10,0,0,6,4
227,2019010102,2000096581,2009,102,11,0,0,10,2
228,2019010102,2000096581,2009,102,12,0,0,9,4
229,2019010102,1997096580,3001,203,13,0,1,10,2
230,2019010102,1997096580,3001,203,14,0,1,7,2
231,2019010102,1997096580,3001,203,15,0,1,10,2
232,2019010102,2003096578,3002,203,13,0,0,6,4
233,2019010102,2003096578,3002,203,14,0,0,8,2
234,2019010102,2003096578,3002,203,15,0,0,8,1
235,2019010102,1997096580,3003,203,13,0,1,6,1
236,2019010102,1997096580,3003,203,14,0,1,10,1
237,2019010102,1997096580,3003,203,15,0,1,6,1
238,2019010102,1997096580,3004,203,13,0,1,7,2
239,2019010102,1997096580,3004,203,14,0,1,10,2
240,2019010102,1997096580,3004,203,15,0,1,9,2
241,2019010102,1997096580,3005,203,13,0,1,9,1
242,2019010102,1997096580,3005,203,14,0,1,7,2
243,2019010102,1997096580,3005,203,15,0,1,10,2
244,2019010102,1999096579,3006,203,13,0,0,6,1
245,2019010102,1999096579,3006,203,14,0,0,6,4
246,2019010102,1999096579,3006,203,15,0,0,7,1
247,2019010102,1999096579,3007,203,13,0,0,6,2
248,2019010102,1999096579,3007,203,14,0,0,10,2
249,2019010102,1999096579,3007,203,15,0,0,6,1
250,2019010102,1999096579,3008,203,13,0,0,8,1
251,2019010102,1999096579,3008,203,14,0,0,8,2
252,2019010102,1999096579,3008,203,15,0,0,7,2
253,2019010102,2003096578,3009,203,13,0,0,6,3
254,2019010102,2003096578,3009,203,14,0,0,8,3
255,2019010102,2003096578,3009,203,15,0,0,6,1
256,2019010102,1997096580,3010,203,13,0,1,9,2
257,2019010102,1997096580,3010,203,14,0,1,6,2
258,2019010102,1997096580,3010,203,15,0,1,10,2
259,2019010102,2005096577,4001,204,16,0,1,6,2
260,2019010102,2005096577,4001,204,17,0,1,7,1
261,2019010102,2005096577,4001,204,18,0,1,10,1
262,2019010102,2000096575,4002,204,16,0,0,8,1
263,2019010102,2000096575,4002,204,17,0,0,7,3
264,2019010102,2000096575,4002,204,18,0,0,9,3
265,2019010102,2005096577,4003,204,16,0,1,7,2
266,2019010102,2005096577,4003,204,17,0,1,9,1
267,2019010102,2005096577,4003,204,18,0,1,8,1
268,2019010102,2000096575,4004,204,16,0,0,6,3
269,2019010102,2000096575,4004,204,17,0,0,8,1
270,2019010102,2000096575,4004,204,18,0,0,9,2
271,2019010102,2000096575,4005,204,16,0,0,6,2
272,2019010102,2000096575,4005,204,17,0,0,8,2
273,2019010102,2000096575,4005,204,18,0,0,9,4
274,2019010102,2000096575,4006,204,16,0,0,7,2
275,2019010102,2000096575,4006,204,17,0,0,8,2
276,2019010102,2000096575,4006,204,18,0,0,8,3
277,2019010102,2005096577,4007,204,16,0,1,10,2
278,2019010102,2005096577,4007,204,17,0,1,8,2
279,2019010102,2005096577,4007,204,18,0,1,7,2
280,2019010102,2005096576,4008,204,16,0,0,9,3
281,2019010102,2005096576,4008,204,17,0,0,10,4
282,2019010102,2005096576,4008,204,18,0,0,7,3
283,2019010102,2005096576,4009,204,16,0,0,9,4
284,2019010102,2005096576,4009,204,17,0,0,8,3
285,2019010102,2005096576,4009,204,18,0,0,8,3
286,2019010102,2005096576,4010,204,16,0,0,8,4
287,2019010102,2005096576,4010,204,17,0,0,10,3
288,2019010102,2005096576,4010,204,18,0,0,9,1
289,2019010102,1988096573,5001,205,19,1,0,5,2
290,2019010102,1988096573,5001,205,20,1,0,9,2
291,2019010102,1988096573,5001,205,21,1,0,7,1
292,2019010102,1992096572,5002,205,19,1,1,6,1
293,2019010102,1992096572,5002,205,20,1,1,8,2
294,2019010102,1992096572,5002,205,21,1,1,9,1
295,2019010102,1992096572,5003,205,19,1,1,5,1
296,2019010102,1992096572,5003,205,20,1,1,9,2
297,2019010102,1992096572,5003,205,21,1,1,6,1
298,2019010102,2002096574,5004,205,19,1,1,6,1
299,2019010102,2002096574,5004,205,20,1,1,9,2
300,2019010102,2002096574,5004,205,21,1,1,7,2
301,2019010102,1992096572,5005,205,19,1,1,5,1
302,2019010102,1992096572,5005,205,20,1,1,8,2
303,2019010102,1992096572,5005,205,21,1,1,6,1
304,2019010102,2002096574,5006,205,19,1,1,7,1
305,2019010102,2002096574,5006,205,20,1,1,6,2
306,2019010102,2002096574,5006,205,21,1,1,8,2
307,2019010102,1992096572,5007,205,19,1,1,6,1
308,2019010102,1992096572,5007,205,20,1,1,7,2
309,2019010102,1992096572,5007,205,21,1,1,5,1
310,2019010102,1988096573,5008,205,19,1,0,6,4
311,2019010102,1988096573,5008,205,20,1,0,7,4
312,2019010102,1988096573,5008,205,21,1,0,7,3
313,2019010102,1992096572,5009,205,19,1,1,6,1
314,2019010102,1992096572,5009,205,20,1,1,8,1
315,2019010102,1992096572,5009,205,21,1,1,9,2
316,2019010102,1992096572,5010,205,19,1,1,5,2
317,2019010102,1992096572,5010,205,20,1,1,7,2
318,2019010102,1992096572,5010,205,21,1,1,5,1
319,2019010102,1990096567,6001,206,22,1,0,9,3
320,2019010102,1990096567,6001,206,23,1,0,7,4
321,2019010102,1990096567,6001,206,24,1,0,8,4
322,2019010102,1984096568,6002,206,22,1,1,9,1
323,2019010102,1984096568,6002,206,23,1,1,6,2
324,2019010102,1984096568,6002,206,24,1,1,9,1
325,2019010102,1987096571,6003,206,22,1,0,6,3
326,2019010102,1987096571,6003,206,23,1,0,6,1
327,2019010102,1987096571,6003,206,24,1,0,8,1
328,2019010102,1990096567,6004,206,22,1,0,6,2
329,2019010102,1990096567,6004,206,23,1,0,8,3
330,2019010102,1990096567,6004,206,24,1,0,7,3
331,2019010102,1990096567,6005,206,22,1,0,9,3
332,2019010102,1990096567,6005,206,23,1,0,6,3
333,2019010102,1990096567,6005,206,24,1,0,6,1
334,2019010102,1999096570,6006,206,22,1,1,5,1
335,2019010102,1999096570,6006,206,23,1,1,9,1
336,2019010102,1999096570,6006,206,24,1,1,5,2
337,2019010102,1984096568,6007,206,22,1,1,9,2
338,2019010102,1984096568,6007,206,23,1,1,5,2
339,2019010102,1984096568,6007,206,24,1,1,6,2
340,2019010102,1984096568,6008,206,22,1,1,5,1
341,2019010102,1984096568,6008,206,23,1,1,5,2
342,2019010102,1984096568,6008,206,24,1,1,5,1
343,2019010102,1984096568,6009,206,22,1,1,7,1
344,2019010102,1984096568,6009,206,23,1,1,8,2
345,2019010102,1984096568,6009,206,24,1,1,8,1
346,2019010102,1990096567,6010,206,22,1,0,6,2
347,2019010102,1990096567,6010,206,23,1,0,9,2
348,2019010102,1990096567,6010,206,24,1,0,7,4
349,2019010103,1997096584,1001,101,7,0,0,9,1
350,2019010103,1997096584,1001,101,8,0,0,8,1
351,2019010103,1997096584,1001,101,9,0,0,10,2
352,2019010103,2000096585,1002,101,7,0,1,10,1
353,2019010103,2000096585,1002,101,8,0,1,10,1
354,2019010103,2000096585,1002,101,9,0,1,7,2
355,2019010103,2000096585,1003,101,7,0,1,8,1
356,2019010103,2000096585,1003,101,8,0,1,8,2
357,2019010103,2000096585,1003,101,9,0,1,10,1
358,2019010103,2000096585,1004,101,7,0,1,10,1
359,2019010103,2000096585,1004,101,8,0,1,7,2
360,2019010103,2000096585,1004,101,9,0,1,7,2
361,2019010103,1997096584,1005,101,7,0,0,7,3
362,2019010103,1997096584,1005,101,8,0,0,9,1
363,2019010103,1997096584,1005,101,9,0,0,10,3
364,2019010103,1997096584,1006,101,7,0,0,9,4
365,2019010103,1997096584,1006,101,8,0,0,10,3
366,2019010103,1997096584,1006,101,9,0,0,6,4
367,2019010103,2000096585,1007,101,7,0,1,9,1
368,2019010103,2000096585,1007,101,8,0,1,10,2
369,2019010103,2000096585,1007,101,9,0,1,9,1
370,2019010103,2003096586,1008,101,7,0,1,8,1
371,2019010103,2003096586,1008,101,8,0,1,6,2
372,2019010103,2003096586,1008,101,9,0,1,6,1
373,2019010103,2003096586,1009,101,7,0,1,8,2
374,2019010103,2003096586,1009,101,8,0,1,8,2
375,2019010103,2003096586,1009,101,9,0,1,9,2
376,2019010103,2000096581,2001,102,10,0,0,6,3
377,2019010103,2000096581,2001,102,11,0,0,6,3
378,2019010103,2000096581,2001,102,12,0,0,7,1
379,2019010103,2000096581,2002,102,10,0,0,6,1
380,2019010103,2000096581,2002,102,11,0,0,7,3
381,2019010103,2000096581,2002,102,12,0,0,9,3
382,2019010103,2000096581,2003,102,10,0,0,7,4
383,2019010103,2000096581,2003,102,11,0,0,7,2
384,2019010103,2000096581,2003,102,12,0,0,7,1
385,2019010103,2003096582,2004,102,10,0,0,10,4
386,2019010103,2003096582,2004,102,11,0,0,7,2
387,2019010103,2003096582,2004,102,12,0,0,7,1
388,2019010103,2003096582,2005,102,10,0,0,10,1
389,2019010103,2003096582,2005,102,11,0,0,9,3
390,2019010103,2003096582,2005,102,12,0,0,8,4
391,2019010103,2000096581,2006,102,10,0,0,10,4
392,2019010103,2000096581,2006,102,11,0,0,7,4
393,2019010103,2000096581,2006,102,12,0,0,10,2
394,2019010103,2003096583,2007,102,10,0,1,8,1
395,2019010103,2003096583,2007,102,11,0,1,8,1
396,2019010103,2003096583,2007,102,12,0,1,10,1
397,2019010103,2003096582,2008,102,10,0,0,7,3
398,2019010103,2003096582,2008,102,11,0,0,6,1
399,2019010103,2003096582,2008,102,12,0,0,10,2
400,2019010103,2003096583,2009,102,10,0,1,6,1
401,2019010103,2003096583,2009,102,11,0,1,9,1
402,2019010103,2003096583,2009,102,12,0,1,6,1
403,2019010103,2003096578,3001,203,13,0,0,7,2
404,2019010103,2003096578,3001,203,14,0,0,8,3
405,2019010103,2003096578,3001,203,15,0,0,7,2
406,2019010103,1999096579,3002,203,13,0,0,8,3
407,2019010103,1999096579,3002,203,14,0,0,8,1
408,2019010103,1999096579,3002,203,15,0,0,10,3
409,2019010103,1999096579,3003,203,13,0,0,10,2
410,2019010103,1999096579,3003,203,14,0,0,6,1
411,2019010103,1999096579,3003,203,15,0,0,7,2
412,2019010103,2003096578,3004,203,13,0,0,7,1
413,2019010103,2003096578,3004,203,14,0,0,8,1
414,2019010103,2003096578,3004,203,15,0,0,10,2
415,2019010103,1997096580,3005,203,13,0,1,6,1
416,2019010103,1997096580,3005,203,14,0,1,10,2
417,2019010103,1997096580,3005,203,15,0,1,10,1
418,2019010103,2003096578,3006,203,13,0,0,7,2
419,2019010103,2003096578,3006,203,14,0,0,10,1
420,2019010103,2003096578,3006,203,15,0,0,7,4
421,2019010103,1999096579,3007,203,13,0,0,9,3
422,2019010103,1999096579,3007,203,14,0,0,10,2
423,2019010103,1999096579,3007,203,15,0,0,8,1
424,2019010103,2003096578,3008,203,13,0,0,8,2
425,2019010103,2003096578,3008,203,14,0,0,6,3
426,2019010103,2003096578,3008,203,15,0,0,7,3
427,2019010103,1997096580,3009,203,13,0,1,7,2
428,2019010103,1997096580,3009,203,14,0,1,7,2
429,2019010103,1997096580,3009,203,15,0,1,6,2
430,2019010103,2003096578,3010,203,13,0,0,9,3
431,2019010103,2003096578,3010,203,14,0,0,8,1
432,2019010103,2003096578,3010,203,15,0,0,10,1
433,2019010103,2005096576,4001,204,16,0,0,7,4
434,2019010103,2005096576,4001,204,17,0,0,7,1
435,2019010103,2005096576,4001,204,18,0,0,7,1
436,2019010103,2000096575,4002,204,19,0,0,8,3
437,2019010103,2000096575,4002,204,20,0,0,9,3
438,2019010103,2000096575,4002,204,21,0,0,10,1
439,2019010103,2005096576,4003,204,16,0,0,8,2
440,2019010103,2005096576,4003,204,17,0,0,9,4
441,2019010103,2005096576,4003,204,18,0,0,9,1
442,2019010103,2005096576,4004,204,16,0,0,8,2
443,2019010103,2005096576,4004,204,17,0,0,8,3
444,2019010103,2005096576,4004,204,18,0,0,10,1
445,2019010103,2005096576,4005,204,16,0,0,9,2
446,2019010103,2005096576,4005,204,17,0,0,9,2
447,2019010103,2005096576,4005,204,18,0,0,10,2
448,2019010103,2000096575,4006,204,16,0,0,9,3
449,2019010103,2000096575,4006,204,17,0,0,9,1
450,2019010103,2000096575,4006,204,18,0,0,7,2
451,2019010103,2005096577,4007,204,16,0,1,9,2
452,2019010103,2005096577,4007,204,17,0,1,7,2
453,2019010103,2005096577,4007,204,18,0,1,6,2
454,2019010103,2005096576,4008,204,16,0,0,7,3
455,2019010103,2005096576,4008,204,17,0,0,10,3
456,2019010103,2005096576,4008,204,18,0,0,9,2
457,2019010103,2000096575,4009,204,16,0,0,7,2
458,2019010103,2000096575,4009,204,17,0,0,7,3
459,2019010103,2000096575,4009,204,18,0,0,7,2
460,2019010103,2005096577,4010,204,16,0,1,10,1
461,2019010103,2005096577,4010,204,17,0,1,7,1
462,2019010103,2005096577,4010,204,18,0,1,6,1
463,2019010103,2002096574,5001,205,19,0,1,8,1
464,2019010103,2002096574,5001,205,20,0,1,8,2
465,2019010103,2002096574,5001,205,21,0,1,7,1
466,2019010103,2002096574,5002,205,19,0,1,6,2
467,2019010103,2002096574,5002,205,20,0,1,7,1
468,2019010103,2002096574,5002,205,21,0,1,9,1
469,2019010103,1988096573,5003,205,19,0,0,10,2
470,2019010103,1988096573,5003,205,20,0,0,10,3
471,2019010103,1988096573,5003,205,21,0,0,10,4
472,2019010103,1988096573,5004,205,19,0,0,10,4
473,2019010103,1988096573,5004,205,20,0,0,8,2
474,2019010103,1988096573,5004,205,21,0,0,7,1
475,2019010103,1992096572,5005,205,19,0,1,8,1
476,2019010103,1992096572,5005,205,20,0,1,10,2
477,2019010103,1992096572,5005,205,21,0,1,7,1
478,2019010103,1988096573,5006,205,19,0,0,8,4
479,2019010103,1988096573,5006,205,20,0,0,6,2
480,2019010103,1988096573,5006,205,21,0,0,10,3
481,2019010103,2002096574,5007,205,19,0,1,9,2
482,2019010103,2002096574,5007,205,20,0,1,7,2
483,2019010103,2002096574,5007,205,21,0,1,10,2
484,2019010103,1988096573,5008,205,19,0,0,8,2
485,2019010103,1988096573,5008,205,20,0,0,10,4
486,2019010103,1988096573,5008,205,21,0,0,7,4
487,2019010103,1992096572,5009,205,19,0,1,10,1
488,2019010103,1992096572,5009,205,20,0,1,9,1
489,2019010103,1992096572,5009,205,21,0,1,10,1
490,2019010103,2002096574,5010,205,19,0,1,10,2
491,2019010103,2002096574,5010,205,20,0,1,9,1
492,2019010103,2002096574,5010,205,21,0,1,9,1
493,2019010103,1996096569,6001,206,22,0,0,6,4
494,2019010103,1996096569,6001,206,23,0,0,6,4
495,2019010103,1996096569,6001,206,24,0,0,6,2
496,2019010103,1999096570,6002,206,22,0,1,10,2
497,2019010103,1999096570,6002,206,23,0,1,6,2
498,2019010103,1999096570,6002,206,24,0,1,8,1
499,2019010103,1987096571,6003,206,22,0,0,7,4
500,2019010103,1987096571,6003,206,23,0,0,9,1
501,2019010103,1987096571,6003,206,24,0,0,8,1
502,2019010103,1984096568,6004,206,22,0,1,10,2
503,2019010103,1984096568,6004,206,23,0,1,10,2
504,2019010103,1984096568,6004,206,24,0,1,10,1
505,2019010103,1996096569,6005,206,22,0,0,8,1
506,2019010103,1996096569,6005,206,23,0,0,7,4
507,2019010103,1996096569,6005,206,24,0,0,8,1
508,2019010103,1987096571,6006,206,22,0,0,8,4
509,2019010103,1987096571,6006,206,23,0,0,8,4
510,2019010103,1987096571,6006,206,24,0,0,6,1
511,2019010103,1987096571,6007,206,22,0,0,7,3
512,2019010103,1987096571,6007,206,23,0,0,7,4
